# 客語
id,從化(呂田)_聲母,從化(呂田)_韻母,從化(呂田)_調值,從化(呂田)_調類,河源(廣東)_聲母,河源(廣東)_韻母,河源(廣東)_調值,河源(廣東)_調類,揭西(廣東)_聲母,揭西(廣東)_韻母,揭西(廣東)_調值,揭西(廣東)_調類,梅縣(廣東)_聲母,梅縣(廣東)_韻母,梅縣(廣東)_調值,梅縣(廣東)_調類,惠州(市區)_聲母,惠州(市區)_韻母,惠州(市區)_調值,惠州(市區)_調類,東莞(清溪)(客贛方言調查報告)_聲母,東莞(清溪)(客贛方言調查報告)_韻母,東莞(清溪)(客贛方言調查報告)_調值,東莞(清溪)(客贛方言調查報告)_調類,東莞(清溪)_聲母,東莞(清溪)_韻母,東莞(清溪)_調值,東莞(清溪)_調類,深圳(沙頭角)_聲母,深圳(沙頭角)_韻母,深圳(沙頭角)_調值,深圳(沙頭角)_調類,沙頭角麻雀嶺(香港新界)_聲母,沙頭角麻雀嶺(香港新界)_韻母,沙頭角麻雀嶺(香港新界)_調值,沙頭角麻雀嶺(香港新界)_調類,西貢荔枝莊(香港新界)_聲母,西貢荔枝莊(香港新界)_韻母,西貢荔枝莊(香港新界)_調值,西貢荔枝莊(香港新界)_調類,沙田赤泥坪(香港新界)_聲母,沙田赤泥坪(香港新界)_韻母,沙田赤泥坪(香港新界)_調值,沙田赤泥坪(香港新界)_調類,香港_聲母,香港_韻母,香港_調值,香港_調類,屯門楊小坑(香港新界)_聲母,屯門楊小坑(香港新界)_韻母,屯門楊小坑(香港新界)_調值,屯門楊小坑(香港新界)_調類,連南(廣東)_聲母,連南(廣東)_韻母,連南(廣東)_調值,連南(廣東)_調類,翁源(廣東)_聲母,翁源(廣東)_韻母,翁源(廣東)_調值,翁源(廣東)_調類,寧化(福建)_聲母,寧化(福建)_韻母,寧化(福建)_調值,寧化(福建)_調類,長汀(福建)_聲母,長汀(福建)_韻母,長汀(福建)_調值,長汀(福建)_調類,武平(福建)_聲母,武平(福建)_韻母,武平(福建)_調值,武平(福建)_調類,秀篆(福建詔安)_聲母,秀篆(福建詔安)_韻母,秀篆(福建詔安)_調值,秀篆(福建詔安)_調類,寧都(江西)_聲母,寧都(江西)_韻母,寧都(江西)_調值,寧都(江西)_調類,寧都縣梅江鎮_聲母,寧都縣梅江鎮_韻母,寧都縣梅江鎮_調值,寧都縣梅江鎮_調類,石城_聲母,石城_韻母,石城_調值,石城_調類,龍南_聲母,龍南_韻母,龍南_調值,龍南_調類,定南_聲母,定南_韻母,定南_調值,定南_調類,全南_聲母,全南_韻母,全南_調值,全南_調類,全南縣城廂鎮_聲母,全南縣城廂鎮_韻母,全南縣城廂鎮_調值,全南縣城廂鎮_調類,于都_聲母,于都_韻母,于都_調值,于都_調類,上猶縣社溪鄉江頭_聲母,上猶縣社溪鄉江頭_韻母,上猶縣社溪鄉江頭_調值,上猶縣社溪鄉江頭_調類,贛縣(江西蟠龍鎮)_聲母,贛縣(江西蟠龍鎮)_韻母,贛縣(江西蟠龍鎮)_調值,贛縣(江西蟠龍鎮)_調類,上猶(江西)_聲母,上猶(江西)_韻母,上猶(江西)_調值,上猶(江西)_調類,南康_聲母,南康_韻母,南康_調值,南康_調類,南康市蓉江鎮_聲母,南康市蓉江鎮_韻母,南康市蓉江鎮_調值,南康市蓉江鎮_調類,大余(江西)_聲母,大余(江西)_韻母,大余(江西)_調值,大余(江西)_調類,安遠縣欣山鎮_聲母,安遠縣欣山鎮_韻母,安遠縣欣山鎮_調值,安遠縣欣山鎮_調類,安遠_聲母,安遠_韻母,安遠_調值,安遠_調類,修水縣黃沙橋鄉_聲母,修水縣黃沙橋鄉_韻母,修水縣黃沙橋鄉_調值,修水縣黃沙橋鄉_調類,澡溪_聲母,澡溪_韻母,澡溪_調值,澡溪_調類,三都(江西銅鼓)_聲母,三都(江西銅鼓)_韻母,三都(江西銅鼓)_調值,三都(江西銅鼓)_調類,銅鼓_聲母,銅鼓_韻母,銅鼓_調值,銅鼓_調類,井岡山_聲母,井岡山_韻母,井岡山_調值,井岡山_調類,信宜思賀_聲母,信宜思賀_韻母,信宜思賀_調值,信宜思賀_調類,信宜錢排_聲母,信宜錢排_韻母,信宜錢排_調值,信宜錢排_調類,陽春三甲_聲母,陽春三甲_韻母,陽春三甲_調值,陽春三甲_調類,高州新垌_聲母,高州新垌_韻母,高州新垌_調值,高州新垌_調類,廉江石角_聲母,廉江石角_韻母,廉江石角_調值,廉江石角_調類,陽西塘口_聲母,陽西塘口_韻母,陽西塘口_調值,陽西塘口_調類,電白沙琅_聲母,電白沙琅_韻母,電白沙琅_調值,電白沙琅_調類,化州新安_聲母,化州新安_韻母,化州新安_調值,化州新安_調類,廉江青平_聲母,廉江青平_韻母,廉江青平_調值,廉江青平_調類,梧州西河(蒙山)_聲母,梧州西河(蒙山)_韻母,梧州西河(蒙山)_調值,梧州西河(蒙山)_調類,南寧馬山(片聯)_聲母,南寧馬山(片聯)_韻母,南寧馬山(片聯)_調值,南寧馬山(片聯)_調類,玉林興業(高峰鄉)_聲母,玉林興業(高峰鄉)_韻母,玉林興業(高峰鄉)_調值,玉林興業(高峰鄉)_調類,玉林容縣(縣底鎮縣底村)_聲母,玉林容縣(縣底鎮縣底村)_韻母,玉林容縣(縣底鎮縣底村)_調值,玉林容縣(縣底鎮縣底村)_調類,玉林北流(西埌鎮木棉村)_聲母,玉林北流(西埌鎮木棉村)_韻母,玉林北流(西埌鎮木棉村)_調值,玉林北流(西埌鎮木棉村)_調類,玉林北流(塘岸)_聲母,玉林北流(塘岸)_韻母,玉林北流(塘岸)_調值,玉林北流(塘岸)_調類,玉林福綿(橋鎮新沙村)_聲母,玉林福綿(橋鎮新沙村)_韻母,玉林福綿(橋鎮新沙村)_調值,玉林福綿(橋鎮新沙村)_調類,玉林陸川(客贛方言調查報告)_聲母,玉林陸川(客贛方言調查報告)_韻母,玉林陸川(客贛方言調查報告)_調值,玉林陸川(客贛方言調查報告)_調類,玉林陸川(橫山鄉四和村)_聲母,玉林陸川(橫山鄉四和村)_韻母,玉林陸川(橫山鄉四和村)_調值,玉林陸川(橫山鄉四和村)_調類,玉林博白(新田鎮村頭村)_聲母,玉林博白(新田鎮村頭村)_韻母,玉林博白(新田鎮村頭村)_調值,玉林博白(新田鎮村頭村)_調類,中山(南蓢合水)_聲母,中山(南蓢合水)_韻母,中山(南蓢合水)_調值,中山(南蓢合水)_調類,曼谷(半山客話)_聲母,曼谷(半山客話)_韻母,曼谷(半山客話)_調值,曼谷(半山客話)_調類,馬來西亞(柔佛士乃客家話)_聲母,馬來西亞(柔佛士乃客家話)_韻母,馬來西亞(柔佛士乃客家話)_調值,馬來西亞(柔佛士乃客家話)_調類,中山(五桂山、南蓈)_聲母,中山(五桂山、南蓈)_韻母,中山(五桂山、南蓈)_調值,中山(五桂山、南蓈)_調類
11452,ts,ai,52,去聲,,,,,,,,,ts,ai,31,上,ts,ɔi,213,陰去,,,,,ts,ai,42,去聲,ts,ɔi,42,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ai,42,上聲,,,,,ts,æ,42,上聲,,,,,,,,,,,,,ts,æ,42,上聲,,,,,ts,æ,31,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ai,42,去聲,t,ɔi,42,去聲,ts,ɔi,52,去聲,,,,,t,ai,52,去聲,,,,,ts,ai,21,上聲,ts,ɔi,21,上聲,ts,ɔi,52,上聲,ts,ai,42,去聲,ts,ai,31,上聲,,,,
11454,tʰ,ɔi,21,上聲,,,,,,,,,,,,,tʰ,ɔi,31,陽去,,,,,tʰ,ɔi,21,上聲,tʰ,ai,42,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ,ɔi,22,陽去,,,,,t,æ,42,上聲,,,,,,,,,,,,,tʰ,æ,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ,ɔi,213,陽平,tʰ,ai,21,上聲,tʰ,ɔi,42,去聲,tʰ,ɔi,52,去聲,tʰ,ɔi,24,陽平,tʰ,ɔi,31,上聲,,,,,tʰ,ɔi,42,去聲,tʰ,ɔi,21,上聲,tʰ,ɔi,21,陽平,tʰ,ɔi,21,上聲,tʰ,ɔi,42,去聲,,,,
11455,tʰ,ɔi,21,上聲,tʰ,uai,55,陽去,tʰ,ɔi,21,上聲,tʰ,ai,52,去聲,tʰ,ɔi,31,陽去,tʰ,ɔi,21,上聲,tʰ,ɔi,21,上聲,tʰ,ai,42,去聲,tʰ,ɔi,53,去聲,tʰ,ɔi,53,去聲,tʰ,ɔi,53,去聲,tʰ,ɔi,52,去聲,tʰ,ɔi,55,去聲,tʰ,uɔi,51,去聲,tʰ,oi,21,上聲,tʰ,a,2,陽去,tʰ,ai,21,陽去,tʰ,a,31,上聲,tʰ,ai,33,陽去,tʰ,uai,55,陽去,tʰ,oɛ,44,陽去,tʰ,ɔi,32,去聲,tʰ,ɔi,22,陽去,tʰ,ɔi,33,陽去,tʰ,ɔi,22,陽去,tʰ,ɔi,22,陽去,tʰ,oɛ,42,陽去,,,,,t,æ,53,去聲,tʰ,e,55,去聲,tʰ,æ,53,去聲,tʰ,æ,53,去聲,tʰ,ø,33,陰平,tʰ,ue,55,陽去,tʰ,oe,55,陽去,tʰ,ɔi,53,去聲,tʰ,ɔi,53,去聲,tʰ,ɔi,53,去聲,tʰ,ɔi,53,去聲,tʰ,oi,53,去聲,tʰ,uai,31,上聲,tʰ,uai,31,上聲,tʰ,ɔi,31,上聲,tʰ,ɔi,31,上聲,tʰ,ɔi,44,去聲,tʰ,ɔi,21,上聲,tʰ,ɔi,31,上聲,tʰ,ɔi,33,去聲,tʰ,ɔi,33,去聲,tʰ,ɔi,53,去聲,tʰ,ɔi,55,陰去,tʰ,ɔi,42,去聲,tʰ,ɔi,42,去聲,tʰ,ɔi,52,去聲,t,ai,53,陰去,tʰ,ɔi,31,上聲,tʰ,uai,53,去聲,tʰ,ɔi,42,去聲,tʰ,ɔi,21,上聲,tʰ,ɔi,55,去聲,tʰ,ɔi,21,上聲,tʰ,ɔi,42,去聲,,,,
11456,tʰ,ɔi,21,上聲,,,,,,,,,tʰ,ai,52,去,tʰ,ɔ,31,陽去,,,,,tʰ,ɔi,21,上聲,tʰ,ai,42,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tɕ,iʔ,2,陰入,,,,,tɕ,ie,55,去聲,,,,,,,,,,,,,tɕ,ie,24,陰入,,,,,tɕ,iɜ,31,上聲,,,,,tɕ,it,2,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ,ɔi,213,陽平,tʰ,ɔi,42,去聲,tʰ,ɔi,42,去聲,tʰ,ɔi,52,去聲,tʰ,ai,42,陰上,tʰ,ɔi,31,上聲,,,,,tʰ,ɔi,42,去聲,t,ai,21,上聲,tʰ,ɔi,52,上聲,tʰ,ɔi,21,上聲,,,,,,,,
11464,l,ai,52,去聲,,,,,,,,,n,ai,44,陰平,n,ai,31,陽去,,,,,l,ai,21,上聲,l,ai,31,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,ai,214,上聲,,,,,,,,,,,,,,,,,n,ai,42,上聲,,,,,n,æ,42,上聲,,,,,,,,,,,,,n,æ,42,上聲,,,,,n,æ,31,上聲,,,,,n,ai,21,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,ai,33,陰平,n,ai,33,陰平,n,ai,21,上聲,n,ai,21,上聲,n,ai,24,陽平,n,ai,44,陰平,,,,,n,ai,44,陰平,n,ai,21,陰平,n,ai,55,去聲,n,ai,33,陰平,n,ai,33,陰平,,,,
11467,k,ɔi,21,上聲,k,uai,24,上聲,k,ɔi,21,上聲,k,ɔi,31,上聲,k,ɔi,35,上聲,k,ɔi,21,上聲,k,ɔi,21,上聲,k,ɔi,31,上聲,k,ɔi,31,上聲,k,ɔi,31,上聲,k,ɔi,31,上聲,k,ɔi,41,上聲,k,ɔi,31,上聲,k,uɔi,22,上聲,k,oi,21,上聲,k,ua,31,上聲,k,ue,42,上聲,k,uɛi,31,上聲,k,ɔi,51,陰上去,k,uai,213,上聲,k,oɛ,214,上聲,k,ɔi,31,上聲,k,ɔi,53,上聲,k,ɔi,31,上聲,k,ɔi,42,上聲,k,ɔi,42,上聲,k,oɛ,35,上聲,k,ue,42,上聲,k,æ,31,上聲,k,æ,42,上聲,k,i,21,上聲,k,æ,42,上聲,k,uø,42,上聲,k,ue,31,上聲,k,oe,31,上聲,k,ɔi,21,上聲,k,ɔi,21,上聲,k,ɔi,21,上聲,k,ɔi,21,上聲,k,oi,21,上聲,k,uai,31,上聲,k,uai,31,上聲,k,ɔi,31,上聲,k,ɔi,31,上聲,k,ɔi,31,上聲,k,ɔi,21,上聲,k,ɔi,31,上聲,k,ɔi,31,上聲,k,ɔi,31,上聲,k,ai,31,上聲,k,ɔi,31,陰上,k,ɔi,21,上聲,k,ɔi,21,上聲,k,ɔi,21,上聲,k,ɔi,42,陰上,k,ɔi,31,上聲,k,uai,22,上聲,k,ɔi,21,上聲,k,ɔi,21,上聲,k,ɔi,52,上聲,k,ɔi,42,去聲,k,ɔi,31,上聲,,,,
11470,h,ɔi,21,上聲,,,,,,,,,,,,,h,ɔi,31,陽去,,,,,h,ɔi,21,上聲,h,ɔi,42,去聲,h,ɔi,53,去聲,h,ɔi,53,去聲,h,ɔi,53,去聲,,,,,h,ɔi,55,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,oɛ,44,陽去,,,,,,,,,,,,,,,,,h,ɔi,22,陽去,,,,,h,æ,55,去聲,,,,,,,,,,,,,,,,,,,,,h,ue,,,,,,,h,ɔi,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,ɔi,31,陰上,h,ɔi,42,去聲,h,ɔi,21,上聲,h,ɔi,21,上聲,h,ɔi,53,陰去,h,ɔi,52,去聲,,,,,h,ɔi,42,去聲,h,ɔi,42,去聲,h,ɔi,52,上聲,h,ɔi,21,上聲,h,ɔi,42,去聲,,,,
11475,tsʰ,ɔi,21,上聲,,,,,,,,,,,,,,,,,,,,,tsʰ,ai,21,上聲,tsʰ,ai,31,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃʰ,ɔi,31,陰上,tsʰ,ai,21,上聲,tʰ,ɔi,21,上聲,tsʰ,ɔi,21,上聲,tʃʰ,ɔi,42,陰上,tsʰ,ɔi,31,上聲,,,,,tsʰ,ɔi,21,上聲,tsʰ,ɔi,21,上聲,tsʰ,ɔi,52,上聲,tsʰ,ai,42,去聲,tsʰ,ai,31,上聲,,,,
11476,tsʰ,ɔi,21,上聲,,,,,,,,,tsʰ,ai,31,上,tsʰ,ɔi,35,上聲,,,,,tsʰ,ai,21,上聲,tsʰ,ai,31,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃʰ,ɔi,31,陰上,tsʰ,ai,21,上聲,tʰ,ɔi,21,上聲,tsʰ,ɔi,21,上聲,tʃʰ,ɔi,42,陰上,tsʰ,ɔi,31,上聲,,,,,tsʰ,ɔi,21,上聲,tsʰ,ɔi,21,上聲,tsʰ,ɔi,52,上聲,tsʰ,ai,42,去聲,tsʰ,ai,31,上聲,,,,
11479,tsʰ,ɔi,21,上聲,,,,,,,,,tsʰ,ai,31,上,tsʰ,ɔi,35,上聲,,,,,tsʰ,ai,21,上聲,tsʰ,ai,31,上聲,tʃʰ,ɔi,31,上聲,tʃʰ,ɔi,31,上聲,tʃʰ,ɔi,31,上聲,,,,,tʃʰ,ɔi,31,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tɕʰ/tsʰ,i/ai,31/214,陰去/上聲,,,,,,,,,,,,,,,,,tsʰ,ɔi,42,上聲,,,,,tsʰ,æ,42,上聲,,,,,,,,,,,,,,,,,,,,,tsʰ,æ,31,上聲,,,,,tsʰ,ai/ɔi,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃʰ,ɔi,55,陰去,tsʰ,ai,21,上聲,tʰ,ɔi,21,上聲,tsʰ,ɔi,21,上聲,tʃʰ,ɔi,42,陰上,tsʰ,ɔi,31,上聲,,,,,tsʰ,ɔi,21,上聲,tsʰ,ɔi,21,上聲,tsʰ,ɔi,52,上聲,tsʰ,ai,42,去聲,tsʰ,ai,31,上聲,,,,
11483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11486,tsʰ,ai,21,上聲,,,,,,,,,tsʰ,ɔi/ai,44/52,陰平/去,tsʰ,ɔi,31,陽去,,,,,tsʰ,ai,21,上聲,tsʰ,ai,31,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,oɛ,44/42,陽去/陰平,tsʰ,ai,53,陰平,tsʰ,ɔi,24,陰平,tsʰ,ɔi,35,陰平,tsʰ,ɔi,24,陰平,tsʰ,ɔi,24,陰平,tsʰ,oɛ,42,陽去,ts/tsʰ,æ/e,24,陰平,,,,,tsʰ,e,24,陰平,tsʰ,æ,44,陰平,tsʰ,æ,44,陰平,,,,,tsʰ,ue,55,陽去,tsʰ,oe,55,陽去,tsʰ,ɔi,24,陰平,tsʰ,ɔi,24,陰平,,,,,tsʰ,ɔi,24,陰平,tsʰ,oi,24,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃʰ,ai,55,陰去,tsʰ,ai,42,去聲,ɬ,ɔi,33,陰平,tsʰ,ɔi,44,陰平,tʃʰ,ai,53,陰去,tsʰ,ɔi,44,陰平,,,,,tsʰ,ai,21,上聲,tsʰ,ai,21,上聲,ts/tsʰ,ɔi,55/33,去聲/陰平,tsʰ,ai,21,上聲,tsʰ,ɔi,33,陰平,,,,
11500,,,,,pʰ,uai,12,陰去,pʰ,ui,21,上聲,pʰ,i,52,去聲,,,,,pʰ,ui,21,上聲,,,,,,,,,,,,,,,,,,,,,pʰ,ui,52,去聲,,,,,pʰ,uɔi,51,去聲,pʰ,ui,21,上聲,pʰ,ɛi,2,陽去,p,e,54,陰去,pʰ,ɛi,31,上聲,pʰ,ɔi,54,陽平,pʰ,ɛi,55,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ,e,53,去聲,,,,,,,,,,,,,pʰ,ø,33,陰平,,,,,,,,,,,,,,,,,pʰ,i,53,去聲,,,,,,,,,pʰ,uai,24,陽平,pʰ,uai,23,陽平,pʰ,ui,12,陽平,pʰ,ɔi,24,陽平,pʰ,ui,31,上聲,pʰ,ui,21,上聲,pʰ,ɔi,213,陽平,pʰ,ɔi,31,上聲,pʰ,ui,31,上聲,h,ui,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,pʰ,ui,22,上聲,,,,,,,,,,,,,,,,,,,,,,,,
11505,ts,in,21,上聲,,,,,,,,,,,,,ts,in,35,上聲,,,,,ts,in,21,上聲,ts,in,31,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ən,214,上聲,,,,,,,,,,,,,,,,,,,,,,,,,tɕ,iŋ,24,陰平,,,,,,,,,,,,,tɕ,iŋ,44,陰平,,,,,ts,əŋ,44,陰平,,,,,tʂ,ən,21,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ,ɐn,31,陰上,ts,in,21,上聲,tsʰ,in,21,上聲,tsʰ,in,21,上聲,tʃʰ,un,42,陰上,tsʰ,un,11,陽平,,,,,ts,in,44,陰平,ts,in,44,陰平,tsʰ,in,52,上聲,ts,in,33,陰平,ts,in,31,上聲,,,,
11506,ts,in,21,上聲,,,,,,,,,ts,ən,44,陰平,ts,in,35,上聲,,,,,ts,in,21,上聲,ts,in,31,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ən,214,上聲,,,,,,,,,,,,,,,,,,,,,,,,,tɕ,iŋ,24,陰平,,,,,,,,,,,,,tɕ,iŋ,44,陰平,,,,,ts,əŋ,44,陰平,,,,,tʂ,ən,21,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ,ɐn,31,陰上,ts,in,21,上聲,tsʰ,in,21,上聲,tsʰ,in,21,上聲,tʃʰ,un,42,陰上,tsʰ,un,11,陽平,,,,,ts,in,44,陰平,ts,in,44,陰平,tsʰ,in,52,上聲,ts,in,33,陰平,ts,in,31,上聲,,,,
11515,ts,in,21,上聲,,,,,,,,,ts,ən,44,陰平,ts,in,35,上聲,,,,,ts,in,21,上聲,ts,in,31,上聲,tʃ,in,31,上聲,tʃʰ,an,31,上聲,tʃʰ,an,31,上聲,,,,,tʃʰ,in,31,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ən,214,上聲,,,,,,,,,,,,,,,,,,,,,,,,,tɕ,iŋ,24,陰平,,,,,,,,,,,,,tɕ,iŋ,44,陰平,,,,,ts,əŋ,44,陰平,,,,,tʂ,ən,21,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ,ɐn,31,陰上,tsʰ,an,33,陰平,tsʰ,in,21,上聲,tsʰ,in,21,上聲,tʃʰ,un,42,陰上,tsʰ,un,11,陽平,,,,,ts,in,44,陰平,ts,in,44,陰平,tsʰ,an/in,52,上聲,ts,in,33,陰平,ts,in,31,上聲,,,,
11527,s,in,21,上聲,s,in,55,陽去,ʃ,im,21,上聲,s,ɔn,52,去聲,s,in,31,陽去,s,in,21,上聲,s,in,21,上聲,s,in,42,去聲,ʃ,in,53,去聲,ʃ,in,53,去聲,ʃ,in,53,去聲,s,in,52,去聲,ʃ,in,55,去聲,ʃ,in,51,去聲,s,in,21,上聲,s,ɯŋ,2,陽去,ʃ,eŋ,21,陽去,s,eŋ,31,上聲,ʃ,in,33,陽去,s,ən,43,陰平,s,ən,44,陽去,s,ən,32,去聲,s,ən,22,陽去,s,ən,33,陽去,ɕ,in,22,陽去,,,,,ʃ,ẽ,42,陽去,,,,,s,əŋ,53,去聲,ɕ,iŋ,55,去聲,ɕ,iŋ,53,去聲,ɕ,iŋ,53,去聲,ɕ,iəŋ,24,去聲,s,əŋ,55,陽去,s,əŋ,55,陽去,ʂ,ən,53,去聲,ʂ,ən,53,去聲,s,ən,53,去聲,ʂ,ən,53,去聲,s,ɿən,53,去聲,s,in,24,陽平,s,in,31,上聲,s,in,31,上聲,s,ən,31,上聲,s,in,44,去聲,s,un,21,上聲,s,ən,31,上聲,s,en,35,陽平,s,an,24,陽平,ʃ,in,53,去聲,ʃ,ɐn,55,陰去,s,in,42,去聲,kʰ,in,33,陰平,ɬ,en,52,去聲,s,in,55,陰平,kʰ,in,44,陰平,s,in,53,去聲,s,in,42,去聲,s,in,21,上聲,s,un,55,去聲,s,in,21,上聲,s,in,42,去聲,,,,
11533,ȵ,yn,44,陰平,ŋ,in,12,陰去,ŋ,un,53,陰平,ȵ,iun,31,上聲,ɲ,in,213,陰去,ŋ,iun,33,陰平,g,iun,33,陰平,g,iun,33,陰平,ɡ,iun,34,陰平,ɡ,iun,31,上聲,ɡ,iun,34,陰平,z,in,41,上聲,ɡ,iun,34,陰平,n,yn,44,陰平,ŋ,in,22,陰平,ŋ,iŋ,31,上聲,n,eŋ,33,陰平,n,iŋ,45,陰平,ŋ,yn,13,陰平,n,ən,213,上聲,n,ən,214,上聲,n,in,53,陰平,n,in,53,上聲,n,in,35,陰平,n,in,24,陰平,n,in,24,陰平,ȵ,iẽ,44,陽平,n,iŋ,42,上聲,n,iŋ,31,上聲,n,iŋ,42,上聲,n,iŋ,44,陰平,n,iŋ,44,陰平,l,iəŋ,42,上聲,n,iəŋ,31,上聲,n,iŋ,31,上聲,n,in,21,上聲,n,in,24,陰平,n,in,35,陰平,n,in,24,陰平,ŋ,in,24,陰平,ȵ,yn,45,陰平,ȵ,yun,34,陰平,ȵ,un,35,陰平,ȵ,in,44,陰平,ȵ,iun,45,陰平,ȵ,un,35,陰平,ȵ,ən,34,陰平,ȵ,un,55,陰平,n,iun,33,去聲,n,iun,35,陰平,ȵ,ɐn,33,陰平,ŋ,iun,33,陰平,ŋ,in,21,上聲,ŋ,iun,44,陰平,ȵ,un,55,陰平,ŋ,iun,44,陰平,n,yn,22,上聲,ŋ,iun,44,陰平,ŋ,iun,44,陰平,0,in,52,上聲,ŋ,iun,33,陰平,ŋ,in,21,陽平,,,,
11551,k,in,21,上聲,k,in,24,上聲,k,in,21,上聲,k,in,31,上聲,k,in,35,上聲,k,in,21,上聲,k,in,21,上聲,k,in,31,上聲,k,in,31,上聲,k,in,31,上聲,k,in,31,上聲,k,in,41,上聲,k,in,31,上聲,k,in,22,上聲,k,in,21,上聲,k,iŋ,31,上聲,ʃ,eŋ,42,上聲,tɕ,iŋ,31,上聲,k,in,51,陰上去,ts,ən,213,上聲,ts,ən,214,上聲,,,,,,,,,,,,,,,,,tɕ,in,42,上聲,,,,,tɕ,iŋ,42,上聲,tɕ,iŋ,31,上聲,,,,,,,,,tɕ,iŋ,42,上聲,tɕ,iəŋ,42,上聲,tɕ,iəŋ,31,上聲,,,,,tɕ,in,21,上聲,,,,,tɕ,in,21,上聲,,,,,,,,,k,in,31,上聲,k,in,31,上聲,k,in,31,上聲,k,ɛn,31,上聲,k,in,31,上聲,k,in,21,上聲,k,ən,31,上聲,k,en,31,上聲,k,in,31,上聲,k,in,31,上聲,k,in,31,陰上,k,in,21,上聲,k,in,21,上聲,k,in,21,上聲,k,in,42,陰上,k,in,31,上聲,k,in,22,上聲,k,in,21,上聲,k,in,21,上聲,k,in,52,上聲,k,in,42,去聲,k,in,31,上聲,,,,
